label,player_level,low_tier,delta,stage_a,stage_b,rate_a,rate_b,decay_a,value_a,value_b,kill_a,kill_b,ratio,break_even,multiplier,gold_ratio,exp_ratio
grid,10,4,36,122,158,0.001,0.0009400000000000001,1,0.23256075524607872,0.23963660637809886,13.452679428446178,8.849375881194616,1.1888124154353383,0.8948676624011132,1.0638297872340425,1.8651341957506442,0.955205075976331
grid,10,4,73,85,158,0.000944,0.0009400000000000001,0.944,0.17005653289180575,0.23963660637809886,5.528144870512517,8.849375881194616,1.8167735725080278,0.585559919701739,1.0638297872340425,4.049817971620449,1.014081710026464
grid,10,4,157,1,158,0,0.0009400000000000001,0,0.028155055114537374,0.23963660637809886,1.1072050892385117,8.849375881194616,0,inf,1.0638297872340425,11.316343871015281,0.5746895943049457
grid,10,5,7,151,158,0.001,0.0009699999999999999,1,0.23924822603516308,0.23963660637809886,22.96875230763849,16.16050504447651,0.9584139801082004,1.0756602641951858,1.0309278350515465,1.2081710341395413,1.0514481857317461
grid,10,5,15,143,158,0.001,0.0009699999999999999,1,0.23878168134470884,0.23963660637809886,19.87409446074667,16.16050504447651,1.0983561918204765,0.9386097540387418,1.0309278350515465,1.3872866349728237,1.0325840761293519
grid,10,5,22,136,158,0.001,0.0009699999999999999,1,0.23835152299123236,0.23963660637809886,17.243635290888633,16.16050504447651,1.254458766445222,0.8218108578992214,1.0309278350515465,1.5579179273611647,1.0269676830440202
grid,10,5,29,129,158,0.001,0.0009699999999999999,1,0.2378986289787751,0.23963660637809886,15.618939921270442,16.16050504447651,1.374480119382944,0.7500492881005576,1.0309278350515465,1.7102225902830919,0.982703783533371
grid,10,5,36,122,158,0.001,0.0009699999999999999,1,0.23256075524607872,0.23963660637809886,13.452679428446178,16.16050504447651,1.5450335004617386,0.6672527390140409,1.0309278350515465,1.9294568066312088,0.9808609853108488
grid,10,5,73,85,158,0.000944,0.0009699999999999999,0.944,0.17005653289180575,0.23963660637809886,5.528144870512517,16.16050504447651,2.3611597555957164,0.43661926415963553,1.0309278350515465,4.189483453127972,1.0413189903389029
grid,10,5,157,1,158,0,0.0009699999999999999,0,0.028155055114537374,0.23963660637809886,1.1072050892385117,16.16050504447651,0,inf,1.0309278350515465,11.70660897100881,0.5901252159298708
grid,1000,1,7,1159,1166,0.001,0.0007692307692307692,1,0.25671547817470625,0.25676708650005553,22.98062589682043,2.85632434603905,0.5844247283499809,2.224409640691143,1.3,1.261088913218336,1.0945379341740786
grid,1000,1,15,1151,1166,0.001,0.0007692307692307692,1,0.2566561141803494,0.25676708650005553,19.793406646016155,2.85632434603905,0.673849656036699,1.9292137175613542,1.3,1.4446279786004532,1.0773685925312169
grid,1000,1,22,1144,1166,0.001,0.0007692307692307692,1,0.25660383123221103,0.25676708650005553,17.17889085434077,2.85632434603905,0.7706067298034069,1.6869824123280743,1.3,1.6412317347107082,1.0728064433852496
grid,1000,1,29,1137,1166,0.001,0.0007692307692307692,1,0.2565512273871609,0.25676708650005553,15.470740537112857,2.85632434603905,0.8503505837455588,1.5287812166528538,1.3,1.7991181432280297,1.0308000412777258
grid,1000,1,36,1130,1166,0.001,0.0007692307692307692,1,0.2564982986817237,0.25676708650005553,13.274547272105533,2.85632434603905,0.9809778220043355,1.3252083490978808,1.3,2.0474820459843315,1.0354377813479245
grid,1000,1,73,1093,1166,0.000944,0.0007692307692307692,0.944,0.2562129697949891,0.25676708650005553,5.645141190492791,2.85632434603905,1.987036913316577,0.654240488079389,1.3,4.245516573557179,1.0689952677226244
grid,1000,1,218,948,1166,0,0.0007692307692307692,0,0.25499313609190716,0.25676708650005553,0.8643123142863784,2.85632434603905,0,inf,1.3,13.064191297340903,0.21574285512538788
grid,1000,2,7,1159,1166,0.001,0.0008333333333333334,1,0.25671547817470625,0.25676708650005553,22.98062589682043,3.653129158740119,0.5891585324575602,2.0368032267892877,1.2,1.2570224263452534,1.0819087995826
grid,1000,2,15,1151,1166,0.001,0.0008333333333333334,1,0.2566561141803494,0.25676708650005553,19.793406646016155,3.653129158740119,0.6793077965206642,1.766504088641792,1.2,1.439969654631468,1.0649375633865068
grid,1000,2,22,1144,1166,0.001,0.0008333333333333334,1,0.25660383123221103,0.25676708650005553,17.17889085434077,3.653129158740119,0.7768485965929434,1.5447025395461729,1.2,1.6359394454558172,1.0604280538008433
grid,1000,2,29,1137,1166,0.001,0.0008333333333333334,1,0.2565512273871609,0.25676708650005553,15.470740537112857,3.653129158740119,0.8572383708136765,1.3998440117198436,1.2,1.79331673601885,1.0189063352199075
grid,1000,2,36,1130,1166,0.001,0.0008333333333333334,1,0.2564982986817237,0.25676708650005553,13.274547272105533,3.653129158740119,0.9889236816129101,1.213440452798976,1.2,2.0408797685591664,1.023490563537139
grid,1000,2,73,1093,1166,0.000944,0.0008333333333333334,0.944,0.2562129697949891,0.25676708650005553,5.645141190492791,3.653129158740119,2.003131789261896,0.5990619321368614,1.2,4.231826549614485,1.0566608527222798
grid,1000,2,218,948,1166,0,0.0008333333333333334,0,0.25499313609190716,0.25676708650005553,0.8643123142863784,3.653129158740119,0,inf,1.2,13.022064717794265,0.21325354391061999
grid,1000,3,7,1159,1166,0.001,0.0009259259259259259,1,0.25671547817470625,0.25676708650005553,22.98062589682043,5.047537580966989,0.5872776737649085,1.8389937984128646,1.08,1.1742331906821122,1.021162373584427
grid,1000,3,15,1151,1166,0.001,0.0009259259259259259,1,0.2566561141803494,0.25676708650005553,19.793406646016155,5.047537580966989,0.6771391408809972,1.5949454621613774,1.08,1.345131261467977,1.0051440291145877
grid,1000,3,22,1144,1166,0.001,0.0009259259259259259,1,0.25660383123221103,0.25676708650005553,17.17889085434077,5.047537580966989,0.7743685469029536,1.3946847458092189,1.08,1.5281942108109179,1.000887717016956
grid,1000,3,29,1137,1166,0.001,0.0009259259259259259,1,0.2565512273871609,0.25676708650005553,15.470740537112857,5.047537580966989,0.8545016808523278,1.2638945296429933,1.08,1.6752064153393829,0.961697337275363
grid,1000,3,36,1130,1166,0.001,0.0009259259259259259,1,0.2564982986817237,0.25676708650005553,13.274547272105533,5.047537580966989,0.9857665929848763,1.0955940358353873,1.08,1.906464604137132,0.9660241728379196
grid,1000,3,73,1093,1166,0.000944,0.0009259259259259259,0.944,0.2562129697949891,0.25676708650005553,5.645141190492791,5.047537580966989,1.9967368927598554,0.5408824787662648,1.08,3.9531125997606233,0.9973320346926788
grid,1000,3,218,948,1166,0,0.0009259259259259259,0,0.25499313609190716,0.25676708650005553,0.8643123142863784,5.047537580966989,0,inf,1.08,12.16441352387194,0.20127990007944643
grid,1000,4,7,1159,1166,0.001,0.0009400000000000001,1,0.25671547817470625,0.25676708650005553,22.98062589682043,8.882160742090885,0.7405831431153057,1.4364758327592784,1.0638297872340425,1.1807945079906965,1.0242013593408013
grid,1000,4,15,1151,1166,0.001,0.0009400000000000001,1,0.2566561141803494,0.25676708650005553,19.793406646016155,8.882160742090885,0.8539024309662279,1.2458446640446645,1.0638297872340425,1.3526475138599408,1.008135344175347
grid,1000,4,22,1144,1166,0.001,0.0009400000000000001,1,0.25660383123221103,0.25676708650005553,17.17889085434077,8.882160742090885,0.976513015927439,1.089416904723666,1.0638297872340425,1.5367333725428796,1.0038663652656838
grid,1000,4,29,1137,1166,0.001,0.0009400000000000001,1,0.2565512273871609,0.25676708650005553,15.470740537112857,8.882160742090885,1.077564445019674,0.9872539801687864,1.0638297872340425,1.6845670439910334,0.9645593547032711
grid,1000,4,36,1130,1166,0.001,0.0009400000000000001,1,0.2564982986817237,0.25676708650005553,13.274547272105533,8.882160742090885,1.2430953098057786,0.8557910072078507,1.0638297872340425,1.9171174449055504,0.9688990669561416
grid,1000,4,73,1093,1166,0.000944,0.0009400000000000001,0.944,0.2562129697949891,0.25676708650005553,5.645141190492791,8.882160742090885,2.517973609543919,0.42249441503349755,1.0638297872340425,3.9752015905415132,1.0003001012080635
grid,1000,4,218,948,1166,0,0.0009400000000000001,0,0.25499313609190716,0.25676708650005553,0.8643123142863784,8.882160742090885,0,inf,1.0638297872340425,12.232385182002803,0.201878910349712
grid,1000,5,7,1159,1166,0.001,0.0009699999999999999,1,0.25671547817470625,0.25676708650005553,22.98062589682043,15.958783484892262,0.9480250636634187,1.0874478688018752,1.0309278350515465,1.1973959303084276,1.0414113842793002
grid,1000,5,15,1151,1166,0.001,0.0009699999999999999,1,0.2566561141803494,0.25676708650005553,19.793406646016155,15.958783484892262,1.0930857851743827,0.9431353412825509,1.0309278350515465,1.3716651096165722,1.0250754060649414
grid,1000,5,22,1144,1166,0.001,0.0009699999999999999,1,0.25660383123221103,0.25676708650005553,17.17889085434077,15.958783484892262,1.2500403536036608,0.8247156438426577,1.0309278350515465,1.5583391299669616,1.020734693962555
grid,1000,5,29,1137,1166,0.001,0.0009699999999999999,1,0.2565512273871609,0.25676708650005553,15.470740537112857,15.958783484892262,1.3793969132135113,0.747375773554434,1.0309278350515465,1.7082512741687428,0.9807671935210112
grid,1000,5,36,1130,1166,0.001,0.0009699999999999999,1,0.2564982986817237,0.25676708650005553,13.274547272105533,15.958783484892262,1.5912939974044686,0.6478550391901651,1.0309278350515465,1.9440712257032986,0.9851798275244892
grid,1000,5,73,1093,1166,0.000944,0.0009699999999999999,0.944,0.2562129697949891,0.25676708650005553,5.645141190492791,15.958783484892262,3.2232735968701625,0.3198387614543766,1.0309278350515465,4.03109107847197,1.0171085046833859
grid,1000,5,218,948,1166,0,0.0009699999999999999,0,0.25499313609190716,0.25676708650005553,0.8643123142863784,15.958783484892262,0,inf,1.0309278350515465,12.40436683586834,0.20527115451145744
grid,10000,1,7,9722,9729,0.001,0.0007692307692307692,1,0.2749438101126105,0.27494997889565825,22.98062589682043,2.85632434603905,0.5845291023029381,2.224012448444803,1.3,1.2485199661902802,1.094537934160304
grid,10000,1,15,9714,9729,0.001,0.0007692307692307692,1,0.27493675463378414,0.27494997889565825,19.793406646016155,2.85632434603905,0.6741085892994064,1.9284726832379862,1.3,1.4284250130430918,1.077368592525219
grid,10000,1,22,9707,9729,0.001,0.0007692307692307692,1,0.2749305763216952,0.27494997889565825,17.17889085434077,2.85632434603905,0.771042587044711,1.6860287899047215,1.3,1.6224730132801346,1.0728064433789344
grid,10000,1,29,9700,9729,0.001,0.0007692307692307692,1,0.27492439355263837,0.27494997889565825,15.470740537112857,2.85632434603905,0.8509868629272066,1.5276381535765284,1.3,1.7782516489883209,1.0308000412733012
grid,10000,1,36,9693,9729,0.001,0.0007692307692307692,1,0.27491820632017855,0.27494997889565825,13.274547272105533,2.85632434603905,0.9818923228080259,1.3239740955324375,1.3,2.037536231311674,1.035437781341036
grid,10000,1,73,9656,9729,0.000944,0.0007692307692307692,0.944,0.2748854279692481,0.27494997889565825,5.645141190492791,2.85632434603905,1.9908668039495496,0.6529819058819082,1.3,4.217963998818799,1.0689952677180325
grid,10000,1,218,9511,9729,0,0.0007692307692307692,0,0.27475575020440635,0.27494997889565825,0.8643123142863784,2.85632434603905,0,inf,1.3,13.006094976719401,0.21574285513246277
grid,10000,2,7,9722,9729,0.001,0.0008333333333333334,1,0.2749438101126105,0.27494997889565825,22.98062589682043,3.653129158740119,0.5892637518330728,2.0364395336842938,1.2,1.234116750232791,1.0819087995737982
grid,10000,2,15,9714,9729,0.001,0.0008333333333333334,1,0.27493675463378414,0.27494997889565825,19.793406646016155,3.653129158740119,0.6795688271267646,1.7658255530549167,1.2,1.4119463707313331,1.0649375633853164
grid,10000,2,22,9707,9729,0.001,0.0008333333333333334,1,0.2749305763216952,0.27494997889565825,17.17889085434077,3.653129158740119,0.7772879842509105,1.5438293455114533,1.2,1.6037557882230302,1.0604280537993194
grid,10000,2,29,9700,9729,0.001,0.0008333333333333334,1,0.27492439355263837,0.27494997889565825,15.470740537112857,3.653129158740119,0.8578798038172923,1.3987973544316834,1.2,1.757737325452676,1.0189063352200676
grid,10000,2,36,9693,9729,0.001,0.0008333333333333334,1,0.27491820632017855,0.27494997889565825,13.274547272105533,3.653129158740119,0.9898455898164775,1.2123102960154486,1.2,2.01403074068637,1.0234905635348839
grid,10000,2,73,9656,9729,0.000944,0.0008333333333333334,0.944,0.2748854279692481,0.27494997889565825,5.645141190492791,3.653129158740119,2.0069927017718197,0.5979094985948938,1.2,4.169304587659137,1.0566608527224424
grid,10000,2,218,9511,9729,0,0.0008333333333333334,0,0.27475575020440635,0.27494997889565825,0.8643123142863784,3.653129158740119,0,inf,1.2,12.85605364795722,0.2132535439185621
grid,10000,3,7,9722,9729,0.001,0.0009259259259259259,1,0.2749438101126105,0.27494997889565825,22.98062589682043,5.047537580966989,0.5873825572329086,1.8386654263070998,1.08,1.164820460109457,1.0211623735740072
grid,10000,3,15,9714,9729,0.001,0.0009259259259259259,1,0.27493675463378414,0.27494997889565825,19.793406646016155,5.047537580966989,0.6773993381601449,1.594332824317989,1.08,1.3326648559748635,1.0051440291113851
grid,10000,3,22,9707,9729,0.001,0.0009259259259259259,1,0.2749305763216952,0.27494997889565825,17.17889085434077,5.047537580966989,0.7748065318381383,1.3938963542780491,1.08,1.513704076043679,1.0008877170134471
grid,10000,3,29,9700,9729,0.001,0.0009259259259259259,1,0.27492439355263837,0.27494997889565825,15.470740537112857,5.047537580966989,0.8551410661136567,1.262949521192165,1.08,1.659039470778711,0.9616973372735247
grid,10000,3,36,9693,9729,0.001,0.0009259259259259259,1,0.27491820632017855,0.27494997889565825,13.274547272105533,5.047537580966989,0.9866855580433258,1.0945736371592631,1.08,1.9009418789578583,0.9660241728337928
grid,10000,3,73,9656,9729,0.000944,0.0009259259259259259,0.944,0.2748854279692481,0.27494997889565825,5.645141190492791,5.047537580966989,2.0005854795026794,0.5398419667968773,1.08,3.9351959911552186,0.9973320346907693
grid,10000,3,218,9511,9729,0,0.0009259259259259259,0,0.27475575020440635,0.27494997889565825,0.8643123142863784,5.047537580966989,0,inf,1.08,12.134179624886107,0.20127990008652627
grid,10000,4,7,9722,9729,0.001,0.0009400000000000001,1,0.2749438101126105,0.27494997889565825,22.98062589682043,8.882160742090885,0.7407154058112367,1.4362193345620085,1.0638297872340425,1.1682861041360428,1.024201359328216
grid,10000,4,15,9714,9729,0.001,0.0009400000000000001,1,0.27493675463378414,0.27494997889565825,19.793406646016155,8.882160742090885,0.8542305512531543,1.2453661200403179,1.0638297872340425,1.3366298807625603,1.008135344170034
grid,10000,4,22,9707,9729,0.001,0.0009400000000000001,1,0.2749305763216952,0.27494997889565825,17.17889085434077,8.882160742090885,0.9770653343185959,1.088801075903441,1.0638297872340425,1.5182077396285947,1.0038663652600728
grid,10000,4,29,9700,9729,0.001,0.0009400000000000001,1,0.27492439355263837,0.27494997889565825,15.470740537112857,8.882160742090885,1.0783707381373075,0.9865158146553735,1.0638297872340425,1.6639755449881513,0.9645593546994173
grid,10000,4,36,9693,9729,0.001,0.0009400000000000001,1,0.27491820632017855,0.27494997889565825,13.274547272105533,8.882160742090885,1.2442541654234913,0.8549939528407848,1.0638297872340425,1.906597675789482,0.9688990669499836
grid,10000,4,73,9656,9729,0.000944,0.0009400000000000001,0.944,0.2748854279692481,0.27494997889565825,5.645141190492791,8.882160742090885,2.5228268477885814,0.42168164975989414,1.0638297872340425,3.9469042234083767,1.0003001012040638
grid,10000,4,218,9511,9729,0,0.0009400000000000001,0,0.27475575020440635,0.27494997889565825,0.8643123142863784,8.882160742090885,0,inf,1.0638297872340425,12.170281967328268,0.20187891035639222
grid,10000,5,7,9722,9729,0.001,0.0009699999999999999,1,0.2749438101126105,0.27494997889565825,22.98062589682043,15.958783484892262,0.9481943739588201,1.087253693298458,1.0309278350515465,1.1879148660670757,1.041411384277564
grid,10000,5,15,9714,9729,0.001,0.0009699999999999999,1,0.27493675463378414,0.27494997889565825,19.793406646016155,15.958783484892262,1.093505813983834,0.9427730715904425,1.0309278350515465,1.3590870422630776,1.0250754060704261
grid,10000,5,22,9707,9729,0.001,0.0009699999999999999,1,0.2749305763216952,0.27494997889565825,17.17889085434077,15.958783484892262,1.250747379793504,0.8242494461365577,1.0309278350515465,1.5437156508992325,1.0207346939676905
grid,10000,5,29,9700,9729,0.001,0.0009699999999999999,1,0.27492439355263837,0.27494997889565825,15.470740537112857,15.958783484892262,1.3804290540221185,0.7468169639343365,1.0309278350515465,1.6919325494547814,0.9807671935275089
grid,10000,5,36,9693,9729,0.001,0.0009699999999999999,1,0.27491820632017855,0.27494997889565825,13.274547272105533,15.958783484892262,1.5927774556508134,0.6472516492458179,1.0309278350515465,1.9386310550651928,0.9851798275286908
grid,10000,5,73,9656,9729,0.000944,0.0009699999999999999,0.944,0.2748854279692481,0.27494997889565825,5.645141190492791,15.958783484892262,3.229486257175277,0.3192234779637255,1.0309278350515465,4.01321746901799,1.0171085046901212
grid,10000,5,218,9511,9729,0,0.0009699999999999999,0,0.27475575020440635,0.27494997889565825,0.8643123142863784,15.958783484892262,0,inf,1.0309278350515465,12.374758907115968,0.20527115452043
example,10,1,13,1,14,0.001,0.0007692307692307692,1,0.028155055114537374,0.05011599810387653,1.1072050892385117,0.6651111111111112,1.6136868216211342,0.8056086116474575,1.3,6.058191448495929,5.926491634398192
