label,player_level,low_tier,delta,stage_a,stage_b,rate_a,rate_b,decay_a,value_a,value_b,kill_a,kill_b,ratio,break_even,multiplier,gold_ratio,exp_ratio
grid,10,3,73,85,158,0.000944,0.0009259259259259259,0.944,0.26109510086455334,0.36792437696548996,5.528144870512517,5.086050892385116,1.454690752262804,0.7424258374641044,1.08,4.322383403893044,1.0192914589049742
grid,10,3,157,1,158,0,0.0009259259259259259,0,0.043227665706051875,0.36792437696548996,1.1072050892385117,5.086050892385116,0,inf,1.08,12.077969252838166,0.5776420077444341
grid,10,4,7,151,158,0.001,0.0011764705882352942,1,0.36732807993950545,0.36792437696548996,22.96875230763849,8.849375881194616,0.5892171116243092,1.4425921841556568,0.85,1.1678940426883504,1.0239459609240913
grid,10,4,15,143,158,0.001,0.0011764705882352942,1,0.36661177383270344,0.36792437696548996,19.87409446074667,8.849375881194616,0.675251275869405,1.258790661158842,0.85,1.341038438022012,1.0055752707693897
grid,10,4,22,136,158,0.001,0.0011764705882352942,1,0.3659513332322819,0.36792437696548996,17.243635290888633,8.849375881194616,0.7712205647638835,1.1021490334094444,0.85,1.5059813676615095,1.000105782978429
grid,10,4,29,129,158,0.001,0.0011764705882352942,1,0.3652559855978648,0.36792437696548996,15.618939921270442,8.849375881194616,0.8450077135106311,1.005907977417896,0.85,1.6532086256191207,0.9569996730115017
grid,10,4,36,122,158,0.001,0.0011764705882352942,1,0.35706051873198846,0.36792437696548996,13.452679428446178,8.849375881194616,0.9498611199328353,0.8948676624011132,0.85,1.8651341957506442,0.955205075976331
grid,10,4,73,85,158,0.000944,0.0011764705882352942,0.944,0.26109510086455334,0.36792437696548996,5.528144870512517,8.849375881194616,1.4516020844339146,0.585559919701739,0.85,4.049817971620449,1.014081710026464
grid,10,4,157,1,158,0,0.0011764705882352942,0,0.043227665706051875,0.36792437696548996,1.1072050892385117,8.849375881194616,0,inf,0.85,11.316343871015281,0.5746895943049457
grid,10,5,7,151,158,0.001,0.0015625,1,0.36732807993950545,0.36792437696548996,22.96875230763849,16.16050504447651,0.5949833988511708,1.0756602641951858,0.64,1.2081710341395413,1.0514481857317461
grid,10,5,15,143,158,0.001,0.0015625,1,0.36661177383270344,0.36792437696548996,19.87409446074667,16.16050504447651,0.6818595238821517,0.9386097540387418,0.64,1.3872866349728237,1.0325840761293519
grid,10,5,22,136,158,0.001,0.0015625,1,0.3659513332322819,0.36792437696548996,17.243635290888633,16.16050504447651,0.7787680022091937,0.821810857899221,0.64,1.5579179273611647,1.0269676830440202
grid,10,5,29,129,158,0.001,0.0015625,1,0.3652559855978648,0.36792437696548996,15.618939921270442,16.16050504447651,0.8532772581129314,0.7500492881005576,0.64,1.7102225902830919,0.982703783533371
grid,10,5,36,122,158,0.001,0.0015625,1,0.35706051873198846,0.36792437696548996,13.452679428446178,16.16050504447651,0.9591567970866471,0.6672527390140408,0.64,1.9294568066312088,0.9808609853108488
grid,10,5,73,85,158,0.000944,0.0015625,0.944,0.26109510086455334,0.36792437696548996,5.528144870512517,16.16050504447651,1.4658079762738205,0.43661926415963553,0.64,4.189483453127972,1.0413189903389029
grid,10,5,157,1,158,0,0.0015625,0,0.043227665706051875,0.36792437696548996,1.1072050892385117,16.16050504447651,0,inf,0.64,11.70660897100881,0.5901252159298708
grid,1000,1,7,1159,1166,0.001,0.0007692307692307692,1,0.3941463025719884,0.39422553905107793,22.98062589682043,2.85632434603905,0.584424728349981,2.2244096406911433,1.3,1.261088913218336,1.0945379341740786
grid,1000,1,15,1151,1166,0.001,0.0007692307692307692,1,0.3940551584810749,0.39422553905107793,19.793406646016155,2.85632434603905,0.6738496560366991,1.9292137175613546,1.3,1.4446279786004532,1.0773685925312169
grid,1000,1,22,1144,1166,0.001,0.0007692307692307692,1,0.39397488622463434,0.39422553905107793,17.17889085434077,2.85632434603905,0.7706067298034069,1.6869824123280748,1.3,1.6412317347107082,1.0728064433852496
grid,1000,1,29,1137,1166,0.001,0.0007692307692307692,1,0.39389412128137885,0.39422553905107793,15.470740537112857,2.85632434603905,0.8503505837455588,1.5287812166528543,1.3,1.7991181432280297,1.0308000412777258
grid,1000,1,36,1130,1166,0.001,0.0007692307692307692,1,0.3938128575660146,0.39422553905107793,13.274547272105533,2.85632434603905,0.9809778220043356,1.3252083490978808,1.3,2.0474820459843315,1.0354377813479245
grid,1000,1,73,1093,1166,0.000944,0.0007692307692307692,0.944,0.39337477986800023,0.39422553905107793,5.645141190492791,2.85632434603905,1.9870369133165775,0.6542404880793891,1.3,4.245516573557179,1.0689952677226244
grid,1000,1,218,948,1166,0,0.0007692307692307692,0,0.3915019167775432,0.39422553905107793,0.8643123142863784,2.85632434603905,0,inf,1.3,13.064191297340903,0.21574285512538788
grid,1000,2,7,1159,1166,0.001,0.0008333333333333334,1,0.3941463025719884,0.39422553905107793,22.98062589682043,3.653129158740119,0.5891585324575603,2.0368032267892877,1.2,1.2570224263452534,1.0819087995826
grid,1000,2,15,1151,1166,0.001,0.0008333333333333334,1,0.3940551584810749,0.39422553905107793,19.793406646016155,3.653129158740119,0.6793077965206643,1.766504088641792,1.2,1.439969654631468,1.0649375633865068
grid,1000,2,22,1144,1166,0.001,0.0008333333333333334,1,0.39397488622463434,0.39422553905107793,17.17889085434077,3.653129158740119,0.7768485965929434,1.5447025395461729,1.2,1.6359394454558172,1.0604280538008433
grid,1000,2,29,1137,1166,0.001,0.0008333333333333334,1,0.39389412128137885,0.39422553905107793,15.470740537112857,3.653129158740119,0.8572383708136765,1.3998440117198439,1.2,1.79331673601885,1.0189063352199075
grid,1000,2,36,1130,1166,0.001,0.0008333333333333334,1,0.3938128575660146,0.39422553905107793,13.274547272105533,3.653129158740119,0.9889236816129101,1.213440452798976,1.2,2.0408797685591664,1.023490563537139
grid,1000,2,73,1093,1166,0.000944,0.0008333333333333334,0.944,0.39337477986800023,0.39422553905107793,5.645141190492791,3.653129158740119,2.0031317892618965,0.5990619321368614,1.2,4.231826549614485,1.0566608527222798
grid,1000,2,218,948,1166,0,0.0008333333333333334,0,0.3915019167775432,0.39422553905107793,0.8643123142863784,3.653129158740119,0,inf,1.2,13.022064717794265,0.21325354391061999
grid,1000,3,7,1159,1166,0.001,0.0009259259259259259,1,0.3941463025719884,0.39422553905107793,22.98062589682043,5.047537580966989,0.5872776737649086,1.8389937984128646,1.08,1.1742331906821122,1.021162373584427
grid,1000,3,15,1151,1166,0.001,0.0009259259259259259,1,0.3940551584810749,0.39422553905107793,19.793406646016155,5.047537580966989,0.6771391408809974,1.5949454621613774,1.08,1.345131261467977,1.0051440291145877
grid,1000,3,22,1144,1166,0.001,0.0009259259259259259,1,0.39397488622463434,0.39422553905107793,17.17889085434077,5.047537580966989,0.7743685469029536,1.394684745809219,1.08,1.5281942108109179,1.000887717016956
grid,1000,3,29,1137,1166,0.001,0.0009259259259259259,1,0.39389412128137885,0.39422553905107793,15.470740537112857,5.047537580966989,0.8545016808523278,1.2638945296429938,1.08,1.6752064153393829,0.961697337275363
grid,1000,3,36,1130,1166,0.001,0.0009259259259259259,1,0.3938128575660146,0.39422553905107793,13.274547272105533,5.047537580966989,0.9857665929848763,1.0955940358353873,1.08,1.906464604137132,0.9660241728379196
grid,1000,3,73,1093,1166,0.000944,0.0009259259259259259,0.944,0.39337477986800023,0.39422553905107793,5.645141190492791,5.047537580966989,1.9967368927598554,0.5408824787662648,1.08,3.9531125997606233,0.9973320346926788
grid,1000,3,218,948,1166,0,0.0009259259259259259,0,0.3915019167775432,0.39422553905107793,0.8643123142863784,5.047537580966989,0,inf,1.08,12.16441352387194,0.20127990007944643
grid,1000,4,7,1159,1166,0.001,0.0011764705882352942,1,0.3941463025719884,0.39422553905107793,22.98062589682043,8.882160742090885,0.5917259313491293,1.4364758327592784,0.85,1.1807945079906965,1.0242013593408013
grid,1000,4,15,1151,1166,0.001,0.0011764705882352942,1,0.3940551584810749,0.39422553905107793,19.793406646016155,8.882160742090885,0.6822680423420162,1.2458446640446645,0.85,1.3526475138599408,1.008135344175347
grid,1000,4,22,1144,1166,0.001,0.0011764705882352942,1,0.39397488622463434,0.39422553905107793,17.17889085434077,8.882160742090885,0.7802338997260237,1.0894169047236661,0.85,1.5367333725428796,1.0038663652656838
grid,1000,4,29,1137,1166,0.001,0.0011764705882352942,1,0.39389412128137885,0.39422553905107793,15.470740537112857,8.882160742090885,0.8609739915707195,0.9872539801687866,0.85,1.6845670439910334,0.9645593547032711
grid,1000,4,36,1130,1166,0.001,0.0011764705882352942,1,0.3938128575660146,0.39422553905107793,13.274547272105533,8.882160742090885,0.9932331525348173,0.8557910072078507,0.85,1.9171174449055504,0.9688990669561416
grid,1000,4,73,1093,1166,0.000944,0.0011764705882352942,0.944,0.39337477986800023,0.39422553905107793,5.645141190492791,8.882160742090885,2.0118609140255916,0.4224944150334976,0.85,3.9752015905415132,1.0003001012080635
grid,1000,4,218,948,1166,0,0.0011764705882352942,0,0.3915019167775432,0.39422553905107793,0.8643123142863784,8.882160742090885,0,inf,0.85,12.232385182002803,0.201878910349712
grid,1000,5,7,1159,1166,0.001,0.0015625,1,0.3941463025719884,0.39422553905107793,22.98062589682043,15.958783484892262,0.5885339595222502,1.0874478688018752,0.64,1.1973959303084276,1.0414113842793002
grid,1000,5,15,1151,1166,0.001,0.0015625,1,0.3940551584810749,0.39422553905107793,19.793406646016155,15.958783484892262,0.6785876554362568,0.9431353412825507,0.64,1.3716651096165722,1.0250754060649414
grid,1000,5,22,1144,1166,0.001,0.0015625,1,0.39397488622463434,0.39422553905107793,17.17889085434077,15.958783484892262,0.7760250515171525,0.8247156438426577,0.64,1.5583391299669616,1.020734693962555
grid,1000,5,29,1137,1166,0.001,0.0015625,1,0.39389412128137885,0.39422553905107793,15.470740537112857,15.958783484892262,0.8563296037229476,0.7473757735544343,0.64,1.7082512741687428,0.9807671935210112
grid,1000,5,36,1130,1166,0.001,0.0015625,1,0.3938128575660146,0.39422553905107793,13.274547272105533,15.958783484892262,0.987875313588694,0.6478550391901652,0.64,1.9440712257032986,0.9851798275244892
grid,1000,5,73,1093,1166,0.000944,0.0015625,0.944,0.39337477986800023,0.39422553905107793,5.645141190492791,15.958783484892262,2.001008248936997,0.3198387614543767,0.64,4.03109107847197,1.0171085046833859
grid,1000,5,218,948,1166,0,0.0015625,0,0.3915019167775432,0.39422553905107793,0.8643123142863784,15.958783484892262,0,inf,0.64,12.40436683586834,0.20527115451145744
grid,10000,1,7,10159,10166,0.001,0.0007692307692307692,1,0.42271162175404425,0.422720685678498,22.98062589682043,2.85632434603905,0.5845296834217966,2.2240102374098254,1.3,1.2485175778929183,1.094537934160304
grid,10000,1,15,10151,10166,0.001,0.0007692307692307692,1,0.4227012553326183,0.422720685678498,19.793406646016155,2.85632434603905,0.6741100265668899,1.9284685715485423,1.3,1.4284230709947197,1.077368592525219
grid,10000,1,22,10144,10166,0.001,0.0007692307692307692,1,0.4226921780099012,0.422720685678498,17.17889085434077,2.85632434603905,0.7710449998873133,1.686023513789717,1.3,1.6224704347943373,1.0728064433789344
grid,10000,1,29,10137,10166,0.001,0.0007692307692307692,1,0.42268309442109625,0.422720685678498,15.470740537112857,2.85632434603905,0.8509903757843225,1.5276318475421582,1.3,1.7782480078135572,1.0308000412733012
grid,10000,1,36,10130,10166,0.001,0.0007692307692307692,1,0.42267400455754645,0.422720685678498,13.274547272105533,2.85632434603905,0.9818973580216992,1.3239673061339179,1.3,2.037532391530232,1.035437781341036
grid,10000,1,73,10093,10166,0.000944,0.0007692307692307692,0.944,0.422625853547568,0.422720685678498,5.645141190492791,2.85632434603905,1.9908875850698404,0.6529750899794757,1.3,4.217953030237058,1.0689952677180325
grid,10000,1,218,9948,10166,0,0.0007692307692307692,0,0.42243543687726515,0.422720685678498,0.8643123142863784,2.85632434603905,0,inf,1.3,13.006079597829261,0.21574285513246275
grid,10000,2,7,10159,10166,0.001,0.0008333333333333334,1,0.42271162175404425,0.422720685678498,22.98062589682043,3.653129158740119,0.589264337658958,2.0364375091277127,1.2,1.234109838844611,1.0819087995737982
grid,10000,2,15,10151,10166,0.001,0.0008333333333333334,1,0.4227012553326183,0.422720685678498,19.793406646016155,3.653129158740119,0.6795702760360256,1.7658217881448146,1.2,1.4119392447179553,1.0649375633853164
grid,10000,2,22,10144,10166,0.001,0.0008333333333333334,1,0.4226921780099012,0.422720685678498,17.17889085434077,3.653129158740119,0.7772904166373884,1.5438245143832883,1.2,1.6037473258433514,1.0604280537993194
grid,10000,2,29,10137,10166,0.001,0.0008333333333333334,1,0.42268309442109625,0.422720685678498,15.470740537112857,3.653129158740119,0.8578833451283333,1.3987915802474151,1.2,1.7577272448596317,1.0189063352200676
grid,10000,2,36,10130,10166,0.001,0.0008333333333333334,1,0.42267400455754645,0.422720685678498,13.274547272105533,3.653129158740119,0.9898506658150698,1.212304079233899,1.2,2.0140195187285657,1.0234905635348839
grid,10000,2,73,10093,10166,0.000944,0.0008333333333333334,0.944,0.422625853547568,0.422720685678498,5.645141190492791,3.653129158740119,2.007013651217898,0.597903257544768,1.2,4.169278371863218,1.0566608527224428
grid,10000,2,218,9948,10166,0,0.0008333333333333334,0,0.42243543687726515,0.422720685678498,0.8643123142863784,3.653129158740119,0,inf,1.2,12.85599104144443,0.21325354391856208
grid,10000,3,7,10159,10166,0.001,0.0009259259259259259,1,0.42271162175404425,0.422720685678498,22.98062589682043,5.047537580966989,0.5873831411885744,1.8386635983705828,1.08,1.1648169664121375,1.0211623735740072
grid,10000,3,15,10151,10166,0.001,0.0009259259259259259,1,0.4227012553326183,0.422720685678498,19.793406646016155,5.047537580966989,0.6774007824438367,1.5943294250468971,1.08,1.3326615962565826,1.0051440291113851
grid,10000,3,22,10144,10166,0.001,0.0009259259259259259,1,0.4226921780099012,0.422720685678498,17.17889085434077,5.047537580966989,0.774808956459346,1.3938919923374269,1.08,1.5137000258658846,1.000887717013447
grid,10000,3,29,10137,10166,0.001,0.0009259259259259259,1,0.42268309442109625,0.422720685678498,15.470740537112857,5.047537580966989,0.8551445961192421,1.262944307782779,1.08,1.6590342712559447,0.9616973372735246
grid,10000,3,36,10130,10166,0.001,0.0009259259259259259,1,0.42267400455754645,0.422720685678498,13.274547272105533,5.047537580966989,0.9866906178370503,1.094568024136579,1.08,1.9009362313297506,0.9660241728337928
grid,10000,3,73,10093,10166,0.000944,0.0009259259259259259,0.944,0.422625853547568,0.422720685678498,5.645141190492791,5.047537580966989,2.000606362068715,0.5398363318625224,1.08,3.9351814825397664,0.9973320346907694
grid,10000,3,218,9948,10166,0,0.0009259259259259259,0,0.42243543687726515,0.422720685678498,0.8643123142863784,5.047537580966989,0,inf,1.08,12.13415209389837,0.20127990008652624
grid,10000,4,7,10159,10166,0.001,0.0011764705882352942,1,0.42271162175404425,0.422720685678498,22.98062589682043,8.882160742090885,0.5918321976219395,1.4362179067232452,0.85,1.1682838594070026,1.024201359328216
grid,10000,4,15,10151,10166,0.001,0.0011764705882352942,1,0.4227012553326183,0.422720685678498,19.793406646016155,8.882160742090885,0.6825316656744991,1.2453634647998395,0.85,1.3366280521769656,1.008135344170034
grid,10000,4,22,10144,10166,0.001,0.0011764705882352942,1,0.4226921780099012,0.422720685678498,17.17889085434077,8.882160742090885,0.7806776451067405,1.0887976687020173,0.85,1.5182053139646372,1.0038663652600728
grid,10000,4,29,10137,10166,0.001,0.0011764705882352942,1,0.42268309442109625,0.422720685678498,15.470740537112857,8.882160742090885,0.8616217765148575,0.9865117423542078,0.85,1.6639721236903704,0.9645593546994174
grid,10000,4,36,10130,10166,0.001,0.0011764705882352942,1,0.42267400455754645,0.422720685678498,13.274547272105533,8.882160742090885,0.9941641762918367,0.854989568393463,0.85,1.9065940665898105,0.9688990669499836
grid,10000,4,73,10093,10166,0.000944,0.0011764705882352942,0.944,0.422625853547568,0.422720685678498,5.645141190492791,8.882160742090885,2.0157596921213647,0.42167724819691604,0.85,3.9468939262186757,1.000300101204064
grid,10000,4,218,9948,10166,0,0.0011764705882352942,0,0.42243543687726515,0.422720685678498,0.8643123142863784,8.882160742090885,0,inf,0.85,12.170267473486755,0.20187891035639222
grid,10000,5,7,10159,10166,0.001,0.0015625,1,0.42271162175404425,0.422720685678498,22.98062589682043,15.958783484892262,0.5886396525584808,1.0872526123890651,0.64,1.187914521097044,1.0414113842775639
grid,10000,5,15,10151,10166,0.001,0.0015625,1,0.4227012553326183,0.422720685678498,19.793406646016155,15.958783484892262,0.6788498566944218,0.942771061507479,0.64,1.3590873996090385,1.025075406070426
grid,10000,5,22,10144,10166,0.001,0.0015625,1,0.4226921780099012,0.422720685678498,17.17889085434077,15.958783484892262,0.7764664031836876,0.8242468668004893,0.64,1.543715702261528,1.0207346939676902
grid,10000,5,29,10137,10166,0.001,0.0015625,1,0.42268309442109625,0.422720685678498,15.470740537112857,15.958783484892262,0.8569738942937923,0.7468138811012507,0.64,1.6919318301938955,0.9807671935275087
grid,10000,5,36,10130,10166,0.001,0.0015625,1,0.42267400455754645,0.422720685678498,13.274547272105533,15.958783484892262,0.9888013150854996,0.6472483301103423,0.64,1.9386305471078777,0.9851798275286907
grid,10000,5,73,10093,10166,0.000944,0.0015625,0.944,0.422625853547568,0.422720685678498,5.645141190492791,15.958783484892262,2.00488599569177,0.31922014587127334,0.64,4.013213544321938,1.0171085046901214
grid,10000,5,218,9948,10166,0,0.0015625,0,0.42243543687726515,0.422720685678498,0.8643123142863784,15.958783484892262,0,inf,0.64,12.374764352841572,0.20527115452042993
example,10,1,13,1,14,0.001,0.0007692307692307692,1,0.043227665706051875,0.07694524495677234,1.1072050892385117,0.6651111111111112,1.613686821621134,0.8056086116474572,1.3,6.058191448495929,5.926491634398192
